Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Network_Stability_Index,Latency_Sensitivity_Score
19-01-2025,18:48:00,35,Active,37.838,3.765,9.787,48.714,3.551,0.206,192.12,0.764,14.642,Low,15.775999999999996,3.864504968419359
19-01-2025,18:49:00,38,Active,31.043,0.157,9.527,7.398,3.388,9.245,190.536,0.863,12.462,Low,58.72200000000001,22.68825910931174
19-01-2025,18:50:00,5,Active,50.586,0.891,8.242,46.04,0.078,4.025,237.38,0.023,14.969,Low,53.18,5.046343537414966
19-01-2025,18:51:00,49,Idle,30.17,0.144,9.734,11.58,2.33,0.548,260.369,0.39,9.758,Low,65.12,20.697058823529414
19-01-2025,18:52:00,50,Idle,78.51,1.289,8.666,48.213,0.901,5.328,424.693,0.136,11.194,Low,42.777,8.629691341718651
19-01-2025,18:53:00,12,Idle,58.442,1.231,5.265,5.931,3.743,2.671,127.809,0.371,2.037,Low,56.639,18.44019621988169
19-01-2025,18:54:00,5,Active,36.262,0.424,9.022,37.373,1.833,5.906,92.514,0.251,9.385,Low,44.297000000000004,2.410913923852709
19-01-2025,18:55:00,9,Idle,50.919,1.488,1.838,27.673,3.319,3.205,75.681,0.908,10.59,Low,39.137,2.6394517490321907
19-01-2025,18:56:00,44,Active,77.835,0.863,5.826,49.891,4.788,7.295,237.197,0.917,13.577,Low,2.228999999999999,4.6608830638030305
19-01-2025,18:57:00,9,Active,69.893,0.846,5.751,8.54,4.919,0.873,150.641,0.635,12.579,Low,42.27,15.790461215932915
19-01-2025,18:58:00,35,Active,80.749,0.472,2.631,33.929,4.772,8.585,379.144,0.67,10.533,Low,18.351,10.854705259240172
19-01-2025,18:59:00,1,Idle,44.338,4.81,9.903,17.989,2.849,4.248,283.829,0.357,7.543,Low,53.520999999999994,14.947021960082152
19-01-2025,19:00:00,47,Active,41.839,2.463,3.214,5.812,4.87,6.931,484.804,0.431,12.037,Low,45.48800000000001,71.16911332941866
19-01-2025,19:01:00,10,Active,60.356,0.191,7.304,39.977,0.398,0.864,99.439,0.627,4.908,Low,56.043000000000006,2.42670278448886
19-01-2025,19:02:00,46,Active,50.334,1.113,7.551,14.326,4.919,2.918,210.233,0.094,3.359,Medium,36.484,13.717408325720998
19-01-2025,19:03:00,39,Active,79.228,1.315,7.259,13.286,0.92,9.311,82.347,0.238,12.54,Low,77.514,5.76417471650567
19-01-2025,19:04:00,36,Maintenance,57.943,2.154,6.075,27.517,1.264,2.609,167.488,0.896,1.229,Low,59.843,5.873268576638496
19-01-2025,19:05:00,37,Idle,36.278,1.428,7.348,29.091,2.54,3.227,359.635,0.947,6.664,Low,45.509,11.951580206706323
19-01-2025,19:06:00,48,Active,38.348,1.581,2.049,41.161,4.257,8.151,320.505,0.274,9.475,Low,16.269000000000005,7.601930694243495
19-01-2025,19:07:00,35,Idle,44.403,3.768,3.148,43.529,4.755,0.261,401.656,0.836,3.649,Medium,8.920999999999992,9.02009926115565
19-01-2025,19:08:00,17,Active,32.892,4.742,1.753,2.202,0.04,2.791,237.666,0.875,5.112,Low,97.398,74.22423485321674
19-01-2025,19:09:00,13,Active,34.384,4.463,5.096,3.888,2.186,1.318,486.214,0.945,5.766,Low,74.25200000000001,99.47094926350246
19-01-2025,19:10:00,6,Maintenance,47.955,2.705,3.608,15.08,2.838,4.856,473.361,0.009,1.818,High,56.540000000000006,29.43787313432836
19-01-2025,19:11:00,37,Active,38.927,0.781,9.49,18.373,4.876,6.83,400.155,0.37,6.043,Low,32.86699999999999,20.65529344964641
19-01-2025,19:12:00,48,Active,50.116,2.353,2.344,11.482,3.209,0.342,143.524,0.887,5.475,Low,56.428,11.498477808043583
19-01-2025,19:13:00,32,Active,67.265,0.648,3.334,6.178,4.738,8.639,277.606,0.225,10.837,Low,46.442,38.674561159097244
19-01-2025,19:14:00,11,Active,65.892,4.311,2.176,40.711,2.409,0.924,271.993,0.442,10.176,Low,35.19900000000001,6.520893769029753
19-01-2025,19:15:00,17,Maintenance,45.174,1.627,5.835,3.108,4.121,4.207,75.836,0.773,11.754,Low,55.682,18.460564751703988
19-01-2025,19:16:00,5,Active,41.535,0.135,6.554,27.344,1.882,3.139,139.027,0.177,2.647,Low,53.836,4.904988710132655
19-01-2025,19:17:00,6,Active,34.205,1.173,5.851,20.712,3.913,6.322,193.833,0.827,8.57,Low,40.158,8.927459469417833
19-01-2025,19:18:00,10,Active,86.902,0.774,3.68,18.158,0.341,7.691,459.497,0.783,5.704,Low,78.432,23.98460173295751
19-01-2025,19:19:00,33,Active,39.356,3.198,6.393,29.646,3.22,1.556,161.717,0.193,6.122,Low,38.153999999999996,5.276936631207988
19-01-2025,19:20:00,30,Maintenance,44.684,0.705,5.065,27.738,3.287,9.067,72.736,0.739,5.718,Low,39.391999999999996,2.5310042452501915
19-01-2025,19:21:00,21,Maintenance,82.38,2.469,7.039,35.871,2.278,3.326,465.377,0.813,1.75,High,41.349,12.621762360662851
19-01-2025,19:22:00,42,Active,72.609,3.329,9.435,23.11,4.201,5.668,422.452,0.845,9.677,Low,34.879999999999995,17.521858150145167
19-01-2025,19:23:00,17,Idle,64.568,1.434,2.807,13.094,0.218,5.549,249.65,0.338,7.692,Low,84.726,17.713211295586774
19-01-2025,19:24:00,27,Active,55.919,4.081,4.624,10.041,2.688,6.587,400.674,0.489,12.432,Low,63.07899999999999,36.289647676840865
19-01-2025,19:25:00,3,Active,83.069,3.422,5.904,16.453,3.419,3.411,456.897,0.582,13.853,Low,49.357,26.17870853148456
19-01-2025,19:26:00,29,Idle,32.259,2.849,6.153,30.612,0.061,6.548,257.87,0.49,7.59,Low,68.77799999999999,8.157345311906871
19-01-2025,19:27:00,2,Active,38.261,0.165,7.983,38.735,4.84,0.982,125.595,0.171,14.701,Low,12.865000000000009,3.160815402038505
19-01-2025,19:28:00,29,Active,67.677,2.743,2.05,40.215,2.95,5.085,133.169,0.163,12.898,Low,30.284999999999997,3.231080917141817
19-01-2025,19:29:00,49,Active,47.707,2.99,5.69,37.753,2.88,5.862,335.846,0.989,5.321,Low,33.447,8.666322607282018
19-01-2025,19:30:00,36,Idle,42.736,0.178,6.491,29.383,3.013,2.479,235.11,0.355,9.911,Low,40.486999999999995,7.738208866800514
19-01-2025,19:31:00,34,Idle,66.284,3.252,8.972,27.95,4.56,7.924,259.512,0.14,3.266,Medium,26.450000000000017,8.964145077720207
19-01-2025,19:32:00,37,Maintenance,60.426,2.919,6.535,34.592,0.601,3.192,381.982,0.474,4.055,Medium,59.398,10.732243200719264
19-01-2025,19:33:00,42,Active,61.319,2.634,3.38,1.232,0.981,5.108,103.469,0.654,13.115,Low,88.958,46.35707885304659
19-01-2025,19:34:00,1,Active,75.754,2.286,3.752,31.121,2.084,6.962,348.598,0.656,6.836,Low,48.039,10.852650913732452
19-01-2025,19:35:00,26,Active,37.476,1.138,1.821,18.913,4.379,2.242,118.979,0.94,4.832,Low,37.29700000000001,5.974940993320946
19-01-2025,19:36:00,1,Active,61.631,1.185,6.694,49.807,3.314,4.389,489.262,0.154,13.837,Low,17.052999999999997,9.629814789300687
19-01-2025,19:37:00,4,Active,88.697,0.201,5.477,2.646,2.014,6.235,117.323,0.234,6.17,Low,77.214,32.17855183763028
19-01-2025,19:38:00,39,Active,56.803,3.621,5.164,31.626,4.019,4.477,424.269,0.838,13.225,Low,28.183999999999997,13.004015202599152
19-01-2025,19:39:00,14,Active,44.054,0.141,4.441,26.169,4.937,3.735,381.436,0.779,9.738,Low,24.461,14.03938312046818
19-01-2025,19:40:00,46,Idle,51.37,0.377,2.005,33.737,1.604,9.656,99.097,0.347,4.137,Low,50.223,2.8527794570630736
19-01-2025,19:41:00,18,Active,38.026,0.689,6.806,41.26,4.851,7.682,240.346,0.756,12.828,Low,10.230000000000004,5.687316611452911
19-01-2025,19:42:00,34,Active,83.752,4.604,3.561,32.193,0.13,5.967,327.955,0.218,14.842,Low,66.507,9.880245834965203
19-01-2025,19:43:00,1,Idle,32.859,1.586,3.142,38.545,0.395,7.738,454.691,0.514,4.147,Medium,57.504999999999995,11.498065495005688
19-01-2025,19:44:00,22,Maintenance,35.077,1.936,5.063,45.382,2.77,7.406,385.99,0.143,14.06,Low,26.918000000000006,8.321978353671684
19-01-2025,19:45:00,16,Idle,42.306,2.696,1.753,22.631,0.667,1.358,310.567,0.061,4.4,Medium,70.699,13.14235538064407
19-01-2025,19:46:00,22,Active,81.955,4.833,9.732,28.396,3.909,0.359,423.664,0.806,2.956,Medium,32.51400000000001,14.412300993332426
19-01-2025,19:47:00,50,Idle,81.9,3.36,7.921,12.729,0.957,3.728,349.682,0.873,9.046,Low,77.701,25.470318304319328
19-01-2025,19:48:00,16,Active,62.962,4.535,2.104,5.442,3.006,3.31,318.81,0.834,7.378,Low,64.498,49.4892890406706
19-01-2025,19:49:00,28,Active,49.28,1.266,3.528,46.137,0.367,5.956,369.63,0.657,11.472,Low,50.193,7.841610624350298
19-01-2025,19:50:00,28,Idle,57.437,1.573,3.999,6.182,2.0,5.461,181.484,0.721,13.682,Low,73.818,25.2692843219159
19-01-2025,19:51:00,22,Active,79.404,2.268,9.755,16.075,3.942,3.937,103.648,0.762,11.542,Low,44.504999999999995,6.070161054172767
19-01-2025,19:52:00,6,Maintenance,66.281,0.692,8.343,20.468,1.489,3.037,293.838,0.181,0.789,Medium,64.642,13.687255449972053
19-01-2025,19:53:00,25,Active,74.639,3.802,9.135,39.58,2.302,1.183,181.576,0.314,13.859,Low,37.4,4.474519467718088
19-01-2025,19:54:00,42,Active,36.502,4.074,6.64,15.063,3.826,5.578,400.529,0.148,13.474,Low,46.677,24.934881404469895
19-01-2025,19:55:00,2,Idle,54.78,1.799,7.358,38.236,0.569,4.959,82.266,0.221,2.033,Low,56.074000000000005,2.096696911000102
19-01-2025,19:56:00,7,Active,56.686,0.973,7.405,20.894,4.997,4.144,85.946,0.552,14.189,Low,29.135999999999996,3.9255503790992967
19-01-2025,19:57:00,17,Active,45.49,2.569,2.653,34.686,4.572,0.512,331.561,0.571,1.508,Medium,19.593999999999994,9.291066524687553
19-01-2025,19:58:00,35,Idle,70.508,3.468,2.097,23.793,2.414,2.527,481.707,0.045,3.154,Medium,52.067,19.42915339006978
19-01-2025,19:59:00,20,Idle,67.548,4.332,4.367,45.741,2.966,8.271,69.56,0.513,5.064,Low,24.59899999999999,1.488200937078796
19-01-2025,20:00:00,44,Active,34.496,1.687,3.826,3.778,1.787,3.642,121.792,0.769,2.811,Low,78.352,25.490163248221013
19-01-2025,20:01:00,2,Active,53.522,1.62,5.745,23.959,2.608,6.663,244.684,0.805,6.988,Low,49.961,9.803437637725871
19-01-2025,20:02:00,7,Active,88.078,2.67,5.338,10.266,2.366,3.853,349.347,0.652,11.424,Low,66.074,31.00896502751642
19-01-2025,20:03:00,32,Idle,48.515,1.075,3.755,14.019,0.74,8.192,115.474,0.385,7.157,Low,78.581,7.6885278647047075
19-01-2025,20:04:00,49,Active,65.877,1.107,3.137,46.953,0.944,9.346,172.09,0.763,13.309,Low,43.607,3.588722290576189
19-01-2025,20:05:00,19,Active,45.055,4.968,3.739,26.876,3.437,5.174,473.438,0.24,11.592,Low,38.754000000000005,16.983713588750177
19-01-2025,20:06:00,12,Maintenance,32.995,1.673,6.518,12.959,2.634,4.217,429.746,0.674,5.376,Low,60.70100000000001,30.786302743749552
19-01-2025,20:07:00,9,Active,63.484,0.551,1.533,30.129,1.684,0.466,480.492,0.966,13.023,Low,53.031,15.435510295865592
19-01-2025,20:08:00,27,Active,89.794,1.822,6.733,9.904,3.917,4.398,144.151,0.152,13.092,Low,50.926,13.220011005135731
19-01-2025,20:09:00,14,Active,42.619,2.381,6.802,43.575,0.011,1.336,260.055,0.95,1.315,Medium,56.315,5.834099831744251
19-01-2025,20:10:00,2,Active,75.083,3.869,5.256,7.89,1.346,7.064,282.068,0.071,9.868,Low,78.65,31.728683914510682
19-01-2025,20:11:00,21,Maintenance,84.863,2.983,4.275,34.459,0.662,0.426,171.259,0.853,1.234,Low,58.92099999999999,4.829775233368115
19-01-2025,20:12:00,4,Idle,72.666,4.739,2.937,42.211,1.14,3.75,50.668,0.522,11.977,Low,46.389,1.1725717988475157
19-01-2025,20:13:00,21,Maintenance,68.715,4.422,6.78,23.583,3.379,7.202,83.268,0.659,9.205,Low,42.627,3.387218809746573
19-01-2025,20:14:00,48,Active,63.791,1.706,6.361,34.892,1.467,4.988,248.643,0.23,7.775,Low,50.437999999999995,6.9275325977933795
19-01-2025,20:15:00,22,Idle,51.681,0.967,2.092,15.04,2.408,1.902,188.8,0.237,7.736,Low,60.88,11.770573566084789
19-01-2025,20:16:00,49,Active,38.558,4.08,4.469,24.416,2.098,4.414,136.359,0.488,10.653,Low,54.604,5.365084985835694
19-01-2025,20:17:00,2,Active,56.864,2.683,4.343,23.786,4.955,5.096,355.634,0.122,14.049,Low,26.664,14.348180424433147
19-01-2025,20:18:00,17,Active,56.75,4.212,9.845,6.753,3.464,3.136,238.826,0.649,10.005,Low,58.607,30.80433380626854
19-01-2025,20:19:00,19,Active,39.453,3.093,4.98,47.452,2.178,8.085,74.242,0.035,1.012,Low,30.768,1.5322793692726824
19-01-2025,20:20:00,40,Active,37.615,3.159,7.395,19.834,3.308,6.841,164.875,0.196,6.53,Low,47.086,7.913746760103677
19-01-2025,20:21:00,24,Idle,77.167,2.958,5.682,31.168,1.068,5.458,293.797,0.86,3.415,Medium,58.152,9.13320691370306
19-01-2025,20:22:00,20,Maintenance,34.952,2.349,5.294,23.183,1.113,8.665,243.75,0.824,8.503,Low,65.687,10.0793946160526
19-01-2025,20:23:00,38,Idle,31.767,3.997,7.797,31.528,2.877,0.165,461.448,0.205,7.075,Low,39.702000000000005,14.186178061977373
19-01-2025,20:24:00,12,Active,42.746,2.626,6.195,27.506,0.185,4.017,183.647,0.56,10.95,Low,70.64399999999999,6.442398091629832
19-01-2025,20:25:00,25,Active,49.079,3.363,9.048,40.985,3.653,9.691,253.433,0.116,8.026,Low,22.485,6.0362748600690725
19-01-2025,20:26:00,23,Idle,30.469,3.348,1.826,42.013,4.286,0.747,318.933,0.514,9.127,Low,15.12700000000001,7.414804826447818
19-01-2025,20:27:00,50,Active,76.476,3.456,6.658,32.859,0.052,2.893,238.833,0.559,0.683,Medium,66.621,7.05375232582179
19-01-2025,20:28:00,34,Maintenance,82.158,0.472,5.227,42.64,1.891,9.421,327.527,0.394,14.348,Low,38.45,7.505201649862511
19-01-2025,20:29:00,32,Active,33.178,2.156,9.881,46.125,3.465,3.949,147.555,0.86,10.646,Low,19.224999999999994,3.1311405835543766
19-01-2025,20:30:00,24,Active,76.747,3.484,7.363,24.194,4.236,2.285,64.614,0.047,9.479,Low,33.446,2.5646582519647536
19-01-2025,20:31:00,42,Active,66.963,1.392,5.112,13.822,1.906,0.751,279.183,0.609,8.624,Low,67.118,18.835717177169073
19-01-2025,20:32:00,25,Active,66.415,3.15,3.27,10.154,3.043,1.377,166.627,0.157,0.665,Low,59.416,14.938766361843285
19-01-2025,20:33:00,3,Maintenance,82.05,2.25,1.914,37.728,1.648,8.997,240.879,0.22,10.051,Low,45.792,6.219763478620119
19-01-2025,20:34:00,25,Active,31.107,3.874,6.881,17.904,3.953,9.972,121.667,0.376,4.344,Low,42.566,6.436045281421921
19-01-2025,20:35:00,28,Active,53.51,0.486,4.086,3.63,0.752,6.103,230.812,0.048,10.106,Low,88.85,49.85140388768899
19-01-2025,20:36:00,12,Active,45.819,2.293,1.943,2.123,4.025,8.189,119.923,0.195,6.183,Low,57.627,38.39993595901377
19-01-2025,20:37:00,26,Active,40.423,0.366,5.156,31.914,1.259,1.532,253.953,0.017,2.063,Medium,55.495999999999995,7.715652913653764
19-01-2025,20:38:00,48,Active,89.044,3.083,5.921,28.664,4.246,3.427,169.258,0.102,5.522,Low,28.876000000000005,5.705838727076591
19-01-2025,20:39:00,44,Active,80.016,1.742,5.533,18.594,1.993,1.278,405.893,0.758,0.846,High,61.476,20.715167908543428
19-01-2025,20:40:00,8,Active,72.008,3.548,8.535,46.724,2.071,7.83,435.322,0.785,14.856,Low,32.566,9.121657866063197
19-01-2025,20:41:00,5,Active,88.14,2.175,8.968,14.759,4.297,6.401,362.583,0.59,1.209,Medium,42.271,23.007995431182184
19-01-2025,20:42:00,11,Idle,77.383,0.36,5.646,13.352,0.847,1.234,250.978,0.395,8.953,Low,78.178,17.48731884057971
19-01-2025,20:43:00,42,Active,48.438,4.356,9.857,43.003,2.584,7.629,296.077,0.522,5.893,Low,31.156999999999996,6.728563961548076
19-01-2025,20:44:00,35,Active,51.102,2.958,9.55,35.661,4.836,4.643,473.051,0.044,12.147,Low,15.979,12.90338506860151
19-01-2025,20:45:00,27,Active,40.413,1.644,6.647,18.799,3.443,6.861,149.263,0.837,13.303,Low,46.771,7.538916106874085
19-01-2025,20:46:00,41,Active,59.191,1.842,4.914,7.398,1.485,3.643,208.537,0.806,12.493,Low,77.752,24.83174565372708
19-01-2025,20:47:00,44,Active,78.674,1.13,2.99,31.249,2.965,4.967,161.702,0.298,0.702,Low,39.101,5.014170982045956
19-01-2025,20:48:00,38,Active,82.16,0.527,2.815,41.136,4.508,9.723,56.522,0.176,5.017,Low,13.783999999999992,1.3414182646667931
19-01-2025,20:49:00,19,Idle,45.206,2.76,2.351,27.424,4.978,0.312,284.575,0.016,8.964,Low,22.796000000000006,10.01178581480439
19-01-2025,20:50:00,48,Active,55.44,3.835,5.776,47.478,2.021,6.96,425.122,0.313,14.463,Low,32.312,8.769379924914395
19-01-2025,20:51:00,32,Idle,85.235,4.731,7.676,5.613,2.356,1.254,470.284,0.715,6.191,Low,70.827,71.11507636473613
19-01-2025,20:52:00,46,Active,39.691,4.022,2.317,3.566,3.375,7.795,122.162,0.12,2.959,Low,62.684,26.754708716600966
19-01-2025,20:53:00,28,Idle,41.46,4.696,4.246,31.233,2.87,7.028,385.835,0.323,12.461,Low,40.06699999999999,11.970185834393321
19-01-2025,20:54:00,36,Active,30.009,1.311,5.934,20.821,0.777,3.357,226.429,0.958,7.305,Low,71.40899999999999,10.376655515329269
19-01-2025,20:55:00,18,Maintenance,84.331,4.412,6.07,37.039,3.478,0.225,131.17,0.433,11.629,Low,28.180999999999997,3.448303057388469
19-01-2025,20:56:00,10,Active,57.154,1.4,6.606,13.366,2.383,9.342,268.507,0.269,14.824,Low,62.804,18.690449672838646
19-01-2025,20:57:00,32,Active,36.607,2.124,9.331,29.664,4.891,2.393,272.339,0.957,12.828,Low,21.426000000000002,8.881391860161752
19-01-2025,20:58:00,18,Active,47.291,4.302,4.485,6.318,0.763,1.014,249.916,0.776,11.428,Low,86.05199999999999,34.150860890953815
19-01-2025,20:59:00,12,Active,59.805,4.056,9.556,34.7,2.191,0.697,85.636,0.683,14.885,Low,43.39,2.398767507002801
19-01-2025,21:00:00,8,Active,39.525,0.165,3.777,10.741,2.153,2.062,204.577,0.084,11.339,Low,67.729,17.424154671663402
19-01-2025,21:01:00,33,Active,40.965,3.65,6.064,21.25,1.045,0.387,110.46,0.225,8.257,Low,68.3,4.964494382022472
19-01-2025,21:02:00,46,Active,89.136,1.019,5.835,35.967,4.198,3.948,295.445,0.472,7.318,Low,22.052999999999997,7.992128114264074
19-01-2025,21:03:00,38,Idle,69.382,2.401,2.195,36.815,1.777,8.534,196.195,0.286,6.728,Low,45.415000000000006,5.188285072061351
19-01-2025,21:04:00,14,Active,49.002,3.393,6.956,15.459,1.838,2.344,216.477,0.68,6.703,Low,66.161,13.152500151892582
19-01-2025,21:05:00,2,Active,35.17,0.384,4.323,36.702,3.3,3.578,205.555,0.635,2.988,Medium,30.298000000000002,5.4520980319346455
19-01-2025,21:06:00,9,Idle,89.049,1.628,3.26,35.278,4.119,4.732,176.998,0.921,13.445,Low,23.53200000000001,4.878934891669883
19-01-2025,21:07:00,44,Active,35.294,3.422,4.602,49.998,3.891,2.571,213.743,0.848,10.414,Low,11.092000000000013,4.191203576610848
19-01-2025,21:08:00,5,Active,43.092,2.614,4.53,49.918,4.179,0.364,57.856,0.106,1.215,Low,8.292000000000002,1.1362582976550533
19-01-2025,21:09:00,34,Idle,35.823,0.164,3.86,31.012,1.258,3.891,59.449,0.402,4.664,Low,56.408,1.857084843183806
19-01-2025,21:10:00,19,Active,51.292,4.891,6.103,29.175,4.005,2.811,329.309,0.072,10.459,Low,30.775000000000006,10.913305716652859
19-01-2025,21:11:00,7,Active,74.646,1.349,5.764,37.522,2.968,5.313,247.991,0.833,14.521,Low,32.798,6.437646020455844
19-01-2025,21:12:00,39,Maintenance,83.837,4.641,2.936,6.78,1.142,4.059,60.561,0.808,14.656,Low,81.8,7.784190231362468
19-01-2025,21:13:00,42,Active,39.054,2.978,6.953,10.953,2.955,9.14,207.086,0.782,4.655,Medium,59.497,17.325023006776544
19-01-2025,21:14:00,17,Active,35.632,3.241,7.789,34.192,4.684,2.348,313.786,0.899,8.273,Low,18.96799999999999,8.916401454876109
19-01-2025,21:15:00,26,Idle,61.469,1.618,3.116,16.563,2.388,5.526,255.281,0.154,3.231,Medium,59.557,14.53515914137676
19-01-2025,21:16:00,46,Maintenance,70.408,2.4,8.212,39.647,3.644,9.15,428.0,0.276,3.28,Medium,23.91300000000001,10.529682387384064
19-01-2025,21:17:00,27,Active,80.912,1.765,6.724,5.831,4.145,9.004,238.767,0.89,7.132,Low,52.719,34.95344751866491
19-01-2025,21:18:00,43,Idle,35.532,3.83,5.052,37.043,3.177,9.253,489.357,0.443,0.183,High,31.186999999999998,12.863259995268512
19-01-2025,21:19:00,28,Active,54.727,0.801,3.353,12.785,3.244,2.508,276.434,0.834,14.202,Low,54.775,20.053246282190788
19-01-2025,21:20:00,20,Idle,69.337,0.314,1.991,36.077,1.374,8.786,167.271,0.945,2.277,Low,50.183,4.511449146371065
19-01-2025,21:21:00,6,Idle,35.497,1.497,6.901,7.695,2.006,0.445,155.051,0.933,12.637,Low,72.245,17.832202415181136
19-01-2025,21:22:00,8,Active,80.617,3.909,5.268,21.57,4.007,2.216,151.448,0.18,12.764,Low,38.36000000000001,6.710146211785556
19-01-2025,21:23:00,32,Maintenance,81.955,3.886,5.283,21.931,1.042,1.189,330.787,0.397,0.313,Medium,67.649,14.42531943657058
19-01-2025,21:24:00,19,Active,46.991,0.809,3.234,11.073,2.856,7.158,254.208,0.271,1.061,Medium,60.367000000000004,21.05590988155388
19-01-2025,21:25:00,32,Active,55.575,3.851,9.078,14.338,1.443,2.465,85.79,0.52,6.822,Low,71.232,5.593297692006781
19-01-2025,21:26:00,19,Active,74.511,2.055,2.434,22.672,2.34,2.651,433.067,0.369,8.301,Low,53.928,18.294482933423453
19-01-2025,21:27:00,24,Idle,71.567,4.029,6.094,46.898,1.637,7.263,212.24,0.203,12.813,Low,36.732,4.431082717441229
19-01-2025,21:28:00,24,Active,52.909,0.716,1.78,9.781,3.665,8.981,199.095,0.211,8.592,Low,53.569,18.467210833874407
19-01-2025,21:29:00,17,Maintenance,54.544,3.291,3.478,20.08,0.349,9.459,107.517,0.296,0.579,Low,76.43,5.100426944971537
19-01-2025,21:30:00,18,Idle,64.801,4.947,4.361,39.279,4.104,6.099,415.773,0.733,3.505,Medium,19.680999999999997,10.322326770773852
19-01-2025,21:31:00,12,Active,64.236,3.914,8.367,13.533,3.422,7.658,263.661,0.699,2.431,Medium,52.247,18.142228032753046
19-01-2025,21:32:00,41,Active,83.618,0.529,4.001,45.548,0.299,8.097,392.792,0.396,13.261,Low,51.461999999999996,8.438429148405946
19-01-2025,21:33:00,23,Active,49.229,2.296,9.949,23.053,3.286,8.997,165.913,0.924,11.18,Low,44.087,6.897809005113707
19-01-2025,21:34:00,48,Maintenance,36.493,4.424,9.452,26.076,2.305,3.48,213.983,0.692,1.934,Medium,50.873999999999995,7.903050672182006
19-01-2025,21:35:00,18,Active,55.589,4.794,9.294,9.265,3.008,3.102,316.003,0.864,13.972,Low,60.655,30.784510472479294
19-01-2025,21:36:00,16,Maintenance,34.147,1.811,7.462,26.839,0.286,0.187,140.948,0.492,0.995,Low,70.301,5.062969215848271
19-01-2025,21:37:00,16,Active,72.779,2.437,5.675,40.97,4.025,4.21,222.635,0.447,2.374,Medium,18.78,5.304622349297117
19-01-2025,21:38:00,36,Active,69.588,1.783,3.27,27.623,1.646,9.995,388.645,0.413,2.357,Medium,55.916999999999994,13.5780665898054
19-01-2025,21:39:00,23,Active,58.145,1.406,3.849,2.933,2.724,3.083,210.131,0.138,12.196,Low,69.827,53.42766336130181
19-01-2025,21:40:00,22,Maintenance,73.121,4.736,4.903,24.052,0.029,5.682,310.008,0.903,2.162,Medium,75.658,12.374580871786684
19-01-2025,21:41:00,39,Active,69.28,2.989,2.442,49.543,0.743,1.999,290.486,0.899,3.019,Medium,43.027,5.7473042755673385
19-01-2025,21:42:00,33,Active,85.348,2.574,3.479,19.06,3.617,6.456,226.755,0.306,13.675,Low,44.769999999999996,11.303838484546361
19-01-2025,21:43:00,24,Active,82.679,4.418,2.098,17.302,2.608,0.816,314.363,0.098,13.654,Low,56.617999999999995,17.176428805595016
19-01-2025,21:44:00,20,Active,63.1,0.579,5.858,41.32,1.985,4.593,63.541,0.227,5.11,Low,38.83,1.5014413988657844
